video_no,title,date,duration_min,category,view_count,member_id,member_name,generation,unit,collab_members,is_collab
12169787,[라이벌클래시]  스크림 아이스크림 ,2026-03-11,877.7,오버워치,3891,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
12153744,오늘도 유니유니 / 6시 [라이벌클래시] 팀 뽑기 ,2026-03-10,936.9,오버워치,6026,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
12113081,"WBC야구 한국 vs 일본 야구 처음 봐요,,,,,, 누가 이길까요 ,,,,",2026-03-07,270.3,talk,3493,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
12101217,옵치 고티어 내전 가볼께요 !!!,2026-03-07,640.4,talk,3160,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
12083176,"증거티어내전 가볼께요 ,,,!!!!!",2026-03-06,609.4,오버워치,4183,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
12052866,신착 바이오 레퀴앰  끝까지 가볼까요 !!!!,2026-03-04,464.7,talk,3039,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
12034085,신착 바이오 레퀴앰  하는날 ,2026-03-03,482.4,talk,4889,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11996453,러너리그가 끝났뗘 ㅠㅠㅠㅠㅠ ,2026-02-28,245.2,talk,4276,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11979933,[러너리그 시즌4] 센세 오디가 팀 / 제발 유니에게 우승을 ㅠㅠㅠㅠㅠㅠㅠㅠ ,2026-02-27,328.6,오버워치,4605,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11965769,[러너리그 시즌4] 센세 오디가 팀 / 후자케루나 4등은 안댄다 후자케루나 4등은 안댄다 후자케루나 4등은 안댄다 후자케루나 4등은 안댄다 후자케루나 4등은 안댄다 ,2026-02-27,396.5,오버워치,10325,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11949483,[러너리그 시즌4] 대회날 !!!! 팀 센세 오디가  !!,2026-02-26,422.0,오버워치,5274,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11931898,[러너리그 시즌4] 대회날 !!!! 팀 센세 오디가  ,2026-02-25,374.4,오버워치,7407,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11918046,[러너리그 시즌4] 스크림 4일체 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오,2026-02-24,417.1,오버워치,3186,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11904646,[러너리그 시즌4] 스크림 3일체 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오디가 센세 오,2026-02-23,562.5,talk,5049,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11888090,[러너리그 시즌4] 스크림 2일체 ,2026-02-22,830.9,오버워치,4134,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11869596,[러너리그 시즌4] 첫 스크림 !!!!!!!!!!!!!!,2026-02-21,758.4,talk,8102,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11850167,러너리그 마지막 내전 ,2026-02-20,607.9,오버워치,5287,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11816343,러너리그 내전 저 잘하지 못한 힐러 임니다 4등을 3번이나 했는데요  절대 뽑지않을걸 추전 함니다 ,2026-02-18,391.0,오버워치,4378,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11803139,"러너리그 내전 연습 오늘도 ,, ",2026-02-17,403.0,오버워치,3068,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11796443,올림픽 증계 !!!!!! 한국 은원함니다 !!!!!!,2026-02-16,129.2,동계 올림픽,2329,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11789691,러너리그 내전 늦게 둘어가기 ,2026-02-16,209.4,talk,2622,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11786198,올림픽 컬링 일본 x 한국 증계 같이 볼사람 ~!! ,2026-02-16,205.8,동계 올림픽,3235,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11772581,러너리그 내전 / 린 듀엣곡 후야 유니 커버곡 두쫀쿠 만들기 영상 많관부 ,2026-02-15,366.0,오버워치,4281,ayatsuno_yuni,아야츠노 유니,1,Everys,"sakihane_huya,aokumo_rin",True
11730658,러너리그 맴버 첫 내전 감니다 !!! ,2026-02-12,435.9,talk,5348,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11719052,싸우자 ,2026-02-12,396.1,talk,2405,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11705608,옵치 업뎃 고고고고고 !!! ,2026-02-11,613.6,talk,3136,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11668538,3부 Q돌려잇 ! ,2026-02-09,425.6,talk,3272,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11652769,배도라지 ? 내전 6시!!!!!!!!!!!!!!!,2026-02-08,616.5,talk,5150,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11618997,오늘나온 신착공포게임 우미가리 ,2026-02-06,775.6,talk,4313,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11570625,2026년 02월 02일 1부 아야츠노 정싱을 몰라 ? ,2026-02-03,1020.0,리그 오브 레전드,5600,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11550825,"나 지금 이러났어 ㅡ,ㅡ",2026-02-02,178.5,talk,3903,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11546113,봉봉밤 둘어가보께여 ,2026-02-01,507.8,마인크래프트,4480,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11500431,사람 아니야 ? ,2026-01-30,376.2,talk,4216,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11484540,오늘 2번째 쿠소게 ,2026-01-29,567.5,talk,3468,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11448769,스시 공포 겜 있대 ,2026-01-27,409.8,talk,3366,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11422868,유니모닝 ~!!!!!,2026-01-25,145.8,talk,3451,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11386672,올라가요 어디가지요 몰라요 경왕이요 이게임 그정돈가요 ,2026-01-23,738.3,talk,8877,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11345533,앤더드래곤후야랑 잡고페이트 같이보기를하고싶음니다오늘도열심히할게요안울게요기엽게웃고할게요 ,2026-01-20,455.7,talk,2862,ayatsuno_yuni,아야츠노 유니,1,Everys,sakihane_huya,True
11331392,앤더 하코런 w 후야 ,2026-01-20,574.0,talk,3811,ayatsuno_yuni,아야츠노 유니,1,Everys,sakihane_huya,True
11310703,우리 페이트 언재 봐요 ? ,2026-01-18,525.1,talk,3324,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11284777,마크 발로란트 콘텐츠 ??? 합방 ,2026-01-17,614.2,talk,4509,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11243716,엣 나니 ? ,2026-01-14,314.8,talk,2316,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11232388,"타비 리코 ( 히나 ? ) 가 없는 방 ,,,,",2026-01-14,462.8,talk,2475,ayatsuno_yuni,아야츠노 유니,1,Everys,"shirayuki_hina,arahashi_tabi,yuzuha_riko",True
11208833,유니 3주년 행복한 날 만들기 ,2026-01-12,295.9,talk,3710,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11196594,5시 방찰출 유니 케리 감니다 ,2026-01-12,696.8,talk,3388,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11176568,<치지직제작지원> 짜친대 3시 마지막도날도 !!!!!!,2026-01-10,538.0,talk,3205,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11159040,<치지직제작지원> 짜친대 3시 행복한 외노자 출동 ,2026-01-09,566.1,리그 오브 레전드,2347,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11145622,유니유니 3주년 감사함니다 !! /5시 짜친대 아이스크림 ,2026-01-09,757.0,talk,2309,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11123465,"5시 짜친대 팀 뽑기 !!! 유기유니는 어디에,,,,???",2026-01-07,315.1,talk,2421,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11109148,5시 짜친대 내전 이쿠조 ~!!!!,2026-01-06,452.1,talk,1640,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11076073,4시 짜친대 내전 ,2026-01-04,696.3,리그 오브 레전드,2623,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11025162,2026년에 해줬으면하는 게임이 있나여 ?? ,2026-01-01,287.3,talk,3662,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
11012607,2026년 목표 정하기 ,2026-01-01,590.2,talk,6949,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10994402,"요즘 유행하는게임인데 일본어같은거 안 읽어도되 초록색을 찾아서 개약서를 동의 헤야헤 동의함을 찾아 ,,,,,,, ",2025-12-31,432.3,talk,5584,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10976763,야호 ,2025-12-30,36.3,talk,3182,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10975946,야호 ,2025-12-30,301.4,talk,5894,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10960046,전투 매이드 마지막 ,2025-12-29,498.8,talk,3510,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10948705,아내력 높아지고 있어 ,2025-12-28,807.8,talk,6834,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10931221,전투 매이드 유니유니 ,2025-12-27,713.4,talk,7257,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10915558,아니 이런 씨 왜 다시온다고 왜 다시온다고 생각 안하고 잘쟈 ㅇㅈㄹ 너 여친 있자나 뭔데 크리스마스 바쁨 ? asmr 해주면 다냐 ??????,2025-12-26,538.7,마인크래프트,5535,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10904407, 처음 헤본 ASMR 크리스마스 ( 19금 ) ,2025-12-25,106.4,ASMR,27515,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10902696,6시반 커버곡 공개!!!! 인생 첫 ASMR까지 !!!!!!,2025-12-25,34.9,talk,3808,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10896041,멋사섭 내실 요리 여자력 <3 ,2025-12-25,681.3,talk,6367,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10877541,"사람들 히든에 미쳤네 ,,, 어 유니도 ?",2025-12-24,784.8,talk,3330,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10859708,멋사섭 둘어가볼게요 아 파티 요 ? 그건 아무래도 내 옆에서 누군가가 죽는건 보기 힘들어요 ,2025-12-23,467.6,talk,3177,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10833991,우리 파스텔 이러와  스텔콘 후기 <3,2025-12-21,176.4,talk,5690,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10774116,스텔 롤 내전 행복한 외노자 감니다 ,2025-12-17,371.3,리그 오브 레전드,3366,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10763968,휴방날 최고의선택 ㅈ롤 스텔내전 연습 ,2025-12-17,320.6,talk,1365,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10747870,스텔 내전 연습하러 왔음니다 음으믕ㅁ음 ,2025-12-16,489.3,talk,2093,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10726418,불 오니 죽일때까지 ㄱㄱㄱㄱㄱ,2025-12-14,743.0,talk,2335,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10702343,야매테 타스케테 ,2025-12-13,994.3,talk,3769,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10661999,유니우승 !!!,2025-12-10,396.2,talk,3273,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10644265,운고비 유니유니 ,2025-12-09,284.8,talk,2472,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10640192,2회 우승자 유니키 오늘도 우승하고 쌀먹 할예정이야 50분 리방 !,2025-12-09,10.4,talk,948,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10635208,오늘도 유니유니 ,2025-12-09,546.0,talk,2508,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10609469,맛보기 ,2025-12-07,299.8,talk,2493,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10588663,추점식 같이보기 ,2025-12-06,625.1,축구,6205,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10557745,겐이치로 잡으로 감니다 ,2025-12-04,890.8,세키로: 섀도우 다이 트와이스,3851,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10539332,인생 첫 세키로 ! 오늘도 잘하고싶다 ..,2025-12-03,601.6,talk,2525,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10500154,"인생 첫 서울류 게임 ,,  감니다 ",2025-11-30,541.1,talk,4517,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10477987,브론즈 경왕 ,2025-11-29,996.0,talk,3963,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10455367,일본인 친구 패기 ,2025-11-28,298.6,talk,3524,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10427094,매이지 원딜 ,2025-11-26,493.7,talk,2438,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10407412,4부 ㅈ롤 ,2025-11-25,418.4,talk,1796,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10392750,휴방날 최고의 선택 >>>> 방송 키기 ,2025-11-24,248.2,talk,1540,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10377990,3분 돈슛견 죽이로가기 ,2025-11-23,552.5,talk,2597,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10361657,오늘 후야랑 첫 버텀 만남 ,2025-11-22,742.2,리그 오브 레전드,2501,ayatsuno_yuni,아야츠노 유니,1,Everys,sakihane_huya,True
10307278,1부 사장님한테 맞기 2부 사장님한테 개쳐맞기 ,2025-11-18,460.0,talk,5035,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10295978,ㅈ롤 사랑헤주세여 ,2025-11-18,600.4,리그 오브 레전드,2388,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10258480,ㅈ뻬즑애 ,2025-11-15,387.9,talk,4786,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10231196,유니 롤 이대로 갠자는가 이제 사장님도 고민증 ,2025-11-14,538.5,talk,4249,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10211764,busy헤요 ?수능학생금지XXX 3D후열 + 신곡 후기 방송 ,2025-11-13,171.8,talk,3802,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10204753,6시 삐질게 공개 !!! + 신3D??????,2025-11-12,117.6,talk,7621,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10197875,진짜 씨 내가 이겼는데 공겜 안하면 내가 쓰래기 되는 새게 ,2025-11-12,460.9,talk,2782,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10178639,죽은 강아지가 주인 만나러가는 게임 ,2025-11-11,427.9,마이 리틀 퍼피,6859,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10156688,유니모닝 ~~~!!!! !!!!,2025-11-09,295.7,talk,2540,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10148096,"사잔님이 지켲준데서 무서운게임한다 말헸다 사장님 ,,,,,,,",2025-11-09,500.1,선즈 오브 더 포레스트,2281,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10132511,5시 앨범 매들리 공게 !!! 6시 피파 대회 !!!!!!!!!,2025-11-08,681.0,FC온라인,2315,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10101951,똥겜카리스마 유니유니 ,2025-11-06,533.4,talk,2365,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10084287,기습 스페 방송 ,2025-11-05,152.6,talk,2202,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10069517,이 겜 재밌는데 ? ,2025-11-04,634.1,talk,1828,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10045090,신작 게임 헤보기 !!!!!,2025-11-02,586.4,아크 레이더스,2586,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10028628,로리랑 놀기 ,2025-11-01,250.4,talk,2364,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
10019054,"특별히 ,,,, 헤준다 ㅡㅡㅡㅡ 공겜 ",2025-11-01,587.2,talk,3518,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9928401,"최성함니다 ,,,샥건 그만 칠게요 ,, ",2025-10-26,76.4,talk,2407,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9927403,닷코프 3부 그그한 ,2025-10-26,326.8,이스케이프 프롬 덕코프,2999,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9893941,진짜 죽 으 면 방 종 ,2025-10-24,156.0,이스케이프 프롬 덕코프,2139,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9888902,토쿄타워는 경왕을헤야 완성이 될려나 ,2025-10-24,519.2,talk,2101,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9869591,닭유니 ,2025-10-23,539.5,talk,2379,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9845438,2025년 10월 21일 2부 이로치 ,2025-10-21,13.6,talk,1163,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9845322,2025년 10월 21일 1부 이로치 ,2025-10-21,1020.0,포켓몬 레전드 Z-A,2418,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9814498,2025년 10월 18일 2부 진짜 멈추지않아요 ,2025-10-19,127.7,talk,3952,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9813171,2025년 10월 18일 1부 GTA섭 클립 보기 !! ,2025-10-19,1020.0,talk,4532,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9791421,일본 GTA섭 들어가보기 !! 마지막 !! ( 매드타운 ) ,2025-10-18,569.8,talk,9360,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9743943,토쿄터워 ,2025-10-15,577.1,talk,6081,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9712826,일본  GTA섭 들어가보기 2!!! ( 매드타운 ) ,2025-10-13,674.5,talk,14179,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9695708,일본 GTA섭 둘어가보기!!! (매드타운) ,2025-10-12,536.5,Grand Theft Auto V,21459,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9663088,잔디로 탈출 ,2025-10-10,739.1,talk,5924,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9629277,인생 첫 바하 달리기 ,2025-10-08,168.9,talk,3095,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9627283,인생 첫 바하 달리기 ,2025-10-08,470.5,바이오하자드 7 레지던트 이블,4369,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9596620,오늘 목표 사장님한테는 살아남기 리코 부키 잡기 린 도와주기 ,2025-10-05,758.2,talk,4784,ayatsuno_yuni,아야츠노 유니,1,Everys,"aokumo_rin,yuzuha_riko",True
9567219, DRX VS PRX 경기 제발 같이 운원 헤주실분 !!! ,2025-10-04,358.3,talk,3634,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9567267, DRX VS PRX 경기 제발 같이 운원 헤주실분 !!! ,2025-10-04,0.6,talk,919,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9551902,3D 뱀서 ,2025-10-03,681.0,talk,3601,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9522505,"애휴 다시 파친코로 도파민 줄겨야징 
",2025-10-01,722.9,클로버핏,5371,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9507408,"DRX같이 운웡 할사람 !!!!!!!!!!!!!!!!!!!!!!!!!!
",2025-09-30,731.5,발로란트,4786,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9480908,신케 헤보기 !!!!,2025-09-28,352.5,데드 바이 데이라이트,4213,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9451595,헤명하로 왔음니다 ,2025-09-26,154.1,talk,6285,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9350930,유니랑 토요일 같이 보녜요 ! ,2025-09-20,52.3,talk,5651,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9326411,에버리스 유니유니가 왔뗘 ! / 6시반 커버곡 공개 🌟,2025-09-18,460.6,talk,8885,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9292469,인기 많은 신작 게임 맛보기 !!! ,2025-09-16,260.6,talk,4118,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9212000,아프로는 애버리스 !! ,2025-09-11,135.3,talk,4825,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9200456,오니기리 슈미래이션 ,2025-09-11,276.7,talk,4856,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9170550,피파 선수 마주로 왔어요 / 7시 선생님이란 같이 뽑음 ,2025-09-09,524.2,talk,5684,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9145477,다피스 시즌2 헤볼게요 !!!!,2025-09-07,417.2,마인크래프트,5530,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9100426,살인마 연습 ,2025-09-05,353.2,talk,3769,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
9069270,현질 하면 안대는 게임이 많다 ,2025-09-03,445.6,talk,2788,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8988746,안녕하시지 !!!!!!!,2025-08-29,341.0,talk,5041,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8957357,공포겜에서 유니를 괘롭힌유련들 죽이러 감니다 ,2025-08-27,377.6,talk,3677,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8941062,넌 오니야 ? 사람이야 ? ,2025-08-26,311.9,talk,3137,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8897663,"2025년 08월 22일 1부 아 왜 유니챤 섬에 왔나 ,, ",2025-08-23,1020.0,talk,3671,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8897725,"2025년 08월 22일 2부 아 왜 유니챤 섬에 왔나 ,, ",2025-08-23,8.5,talk,1176,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8878670,2부요 ㅋ ,2025-08-22,743.2,talk,7294,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8842730,ㅈ롤 ,2025-08-20,441.4,talk,6887,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8806454,스텔 마카 후열,2025-08-17,655.3,talk,5562,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8791162,스텔 대전 연습 !!! 1등 하고싶어요 !!!!!!!!,2025-08-16,306.1,talk,2012,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8772765,신케 헤보기 !!!!!!!!!!!!!!!!!!,2025-08-15,330.5,talk,3593,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8728460,감옥 갔다왔으니 다시 유나락 갈게요 ,2025-08-13,617.2,리그 오브 레전드,3944,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8681438,이해하면 무서운 이야기 ,2025-08-10,113.0,talk,3726,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8672703,상식력 ,2025-08-09,297.3,talk,2542,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8633741,골드 꼭 가고싶슴니다 ,2025-08-07,156.7,talk,2614,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8621185,총 쓰러 왔어 ( 물총 아님 ,2025-08-06,362.6,talk,2232,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8608208,추억의 게임 ,2025-08-06,391.2,talk,3296,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8590978,오랜만에 가페 검거 ,2025-08-05,258.9,talk,4348,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8573134,"🌟유니유니 신의상으로 랜덤 노래방 🌟
 ",2025-08-03,230.5,talk,9953,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8558805,"랭크 드가쟈 
 ",2025-08-03,358.6,발로란트,2856,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8524051,"야꾸머꺼
 ",2025-08-01,409.8,리그 오브 레전드,4716,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8511103," 1등 경완 
 ",2025-07-31,528.0,talk,2205,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8494175," 1들 할때까지 안가요 
 ",2025-07-30,500.3,talk,3989,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8452053,"ㅈ롤 
 ",2025-07-27,459.6,talk,3058,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8441870,"지금까지 심어주기만헤서 미안헤 
 ",2025-07-27,338.9,talk,2901,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8411003,"스타하다가 롤 하면 잘할거같지않아 ?
 ",2025-07-25,486.7,talk,2790,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
8390537,"한국 민속놀이 스타체험 , ,,, ?? ( 진짜 하나도 몰라요 ",2025-07-24,345.7,talk,3656,ayatsuno_yuni,아야츠노 유니,1,Everys,,False
